Voter ID,County,Candidate
13561464,Marsh,Khan
14836927,Marsh,Correy
13510762,Marsh,Li
16587721,Marsh,Khan
14775129,Marsh,Khan
12817553,Marsh,Li
15348728,Bamoo,Li
16541687,Marsh,Khan
13460029,Queen,Khan
16947047,Queen,Khan
19672806,Queen,Correy
17189676,Marsh,Correy
12071915,Bamoo,Khan
18113142,Marsh,Khan
14696549,Marsh,Li
19688430,Marsh,Correy
19451644,Bamoo,O'Tooley
15484043,Marsh,Khan
18585631,Trandee,Khan
13593686,Marsh,Khan
12078178,Marsh,Khan
11874221,Raffah,Khan
15169799,Marsh,Khan
13909252,Marsh,Li
15161170,Marsh,Khan
19461711,Marsh,Khan
10225124,Marsh,Khan
11086514,Bamoo,Khan
17586895,Marsh,Correy
17441667,Marsh,Li
13417946,Raffah,Khan
13935386,Bamoo,Correy
17827153,Bamoo,Correy
15251285,Queen,Khan
16233873,Queen,Li
16738052,Marsh,Khan
15503337,Queen,Khan
15673814,Marsh,Khan
17129638,Marsh,Khan
16072964,Bamoo,Khan
15536429,Marsh,Khan
18858722,Marsh,Khan
18604263,Queen,Khan
14332297,Marsh,Khan
12348790,Marsh,Khan
19646761,Marsh,Khan
16228272,Marsh,Khan
14789895,Marsh,Khan
17745450,Marsh,Correy
12785493,Marsh,O'Tooley
11360644,Marsh,O'Tooley
10995389,Marsh,Li
12607278,Bamoo,Li
18615876,Marsh,Khan
17535031,Marsh,Khan
11539366,Bamoo,Khan
17375506,Queen,Khan
13939940,Queen,Correy
13432436,Queen,Khan
11050476,Marsh,Khan
17236073,Marsh,Li
14364423,Marsh,Correy
16726871,Marsh,O'Tooley
16543132,Marsh,Khan
10319717,Bamoo,Khan
19967631,Marsh,Correy
14134939,Marsh,Khan
18503520,Marsh,Khan
18160692,Marsh,Correy
13934873,Queen,Khan
12872362,Bamoo,Khan
12764446,Marsh,Li
11768606,Raffah,Khan
10625803,Marsh,Correy
14061217,Marsh,Khan
14855296,Marsh,Li
17718888,Queen,Khan
15420308,Marsh,Khan
13752336,Queen,Khan
16005819,Marsh,Khan
16934446,Queen,Khan
11577510,Queen,O'Tooley
12008767,Bamoo,Li
16427188,Trandee,Khan
16163294,Bamoo,Khan
13422147,Marsh,Li
16923358,Queen,Khan
16203412,Marsh,Correy
13532162,Marsh,Correy
11323551,Marsh,Khan
14377499,Marsh,Khan
19343365,Marsh,Correy
15376073,Marsh,Khan
16516498,Queen,Correy
13330004,Trandee,Khan
19153068,Marsh,Li
16521047,Marsh,Correy
17190523,Marsh,Khan
12780903,Marsh,Khan
12524817,Marsh,Khan
17313945,Marsh,Li
15244916,Queen,Li
10567590,Marsh,Khan
19864335,Bamoo,Khan
14554783,Marsh,Khan
18198506,Marsh,Khan
14971008,Marsh,Correy
10079821,Queen,Correy
15504367,Marsh,Correy
10392956,Marsh,Khan
17171707,Marsh,Khan
18078374,Bamoo,Khan
13554724,Marsh,Khan
13219243,Queen,Khan
16675090,Marsh,Li
12432800,Marsh,Correy
13738721,Raffah,Khan
11384693,Marsh,Khan
15373099,Marsh,Correy
16125685,Queen,Khan
13963632,Queen,Khan
19877605,Queen,Khan
19478127,Marsh,Correy
19216613,Queen,Khan
17359842,Queen,Khan
16432904,Marsh,Khan
18669286,Queen,Khan
12139249,Queen,Khan
11190015,Marsh,Khan
10384764,Marsh,Correy
15429615,Marsh,Khan
10503233,Marsh,Khan
17355307,Marsh,Li
19293847,Bamoo,Correy
11672622,Marsh,Li
15709631,Marsh,Khan
10019450,Marsh,Li
19023445,Marsh,Khan
14860397,Marsh,Khan
12554911,Bamoo,Khan
18885795,Queen,Khan
19269997,Marsh,Khan
13014430,Bamoo,Khan
15734144,Marsh,Khan
10510923,Marsh,Correy
18544570,Marsh,Khan
12076150,Marsh,Correy
18028771,Marsh,Khan
17296229,Marsh,Correy
18982440,Marsh,O'Tooley
14739069,Marsh,Correy
19793488,Marsh,Khan
11832959,Marsh,Khan
15844606,Marsh,Khan
18382122,Queen,Khan
17947495,Marsh,Khan
18046334,Marsh,Correy
11809148,Marsh,Khan
19330314,Trandee,Khan
16159154,Marsh,Khan
17693522,Marsh,Khan
14206308,Marsh,Khan
19037888,Marsh,Li
18721327,Bamoo,Correy
15890834,Bamoo,Khan
18849194,Marsh,Li
19638027,Marsh,Khan
18027593,Bamoo,Correy
15458083,Marsh,Correy
13833041,Marsh,Correy
12349122,Marsh,Correy
17714890,Bamoo,Khan
11165216,Marsh,Khan
18551428,Queen,Correy
19148487,Marsh,Khan
19775554,Marsh,Khan
12236321,Marsh,Li
11233826,Marsh,Khan
13209437,Queen,Khan
11578666,Marsh,Khan
18223428,Marsh,O'Tooley
10518091,Marsh,Correy
11712486,Bamoo,Khan
19055913,Queen,Khan
15128638,Queen,Correy
11313259,Marsh,Li
12344043,Marsh,Khan
17080280,Marsh,Khan
13148061,Queen,Khan
15337160,Marsh,Correy
19941259,Marsh,Khan
18966747,Marsh,Li
14557089,Marsh,Khan
16659493,Marsh,Li
16783197,Marsh,Khan
14523525,Marsh,Li
19131109,Marsh,Khan
19395756,Marsh,Correy
14882024,Marsh,Khan
10826109,Bamoo,Khan
13912991,Marsh,Khan
17720593,Bamoo,Khan
16079624,Bamoo,Khan
18283356,Marsh,Khan
12540286,Queen,Khan
12061944,Marsh,Khan
14585762,Trandee,Khan
11676677,Marsh,Correy
12934034,Marsh,Khan
14849943,Marsh,Khan
16408406,Queen,Khan
12692804,Bamoo,Correy
13466622,Queen,Khan
11904856,Marsh,Correy
17163551,Marsh,Khan
15690151,Queen,Khan
16471061,Marsh,Khan
11018916,Marsh,Li
17120585,Marsh,Khan
14382645,Marsh,Correy
11287994,Marsh,Correy
18188355,Marsh,Correy
15054541,Marsh,Khan
19101041,Marsh,Khan
15227142,Bamoo,Khan
13193628,Queen,Li
13269790,Marsh,Khan
11065399,Trandee,Khan
14676641,Marsh,Khan
14974216,Marsh,Correy
10595676,Marsh,Khan
14834125,Marsh,Correy
19528942,Queen,Correy
14610258,Marsh,Li
15441169,Marsh,Khan
17579229,Marsh,Li
18333456,Marsh,Khan
17754433,Marsh,Khan
15319345,Bamoo,Khan
19280083,Marsh,Correy
15626776,Marsh,Khan
15398389,Marsh,Khan
11865150,Queen,Correy
16239241,Queen,Khan
16124197,Marsh,Khan
19245431,Marsh,Khan
14840063,Marsh,Khan
17158180,Marsh,Khan
11454177,Queen,Khan
13621935,Marsh,Li
19298743,Marsh,Li
11050572,Marsh,Correy
18434618,Marsh,Khan
14250683,Marsh,Li
15188000,Marsh,Khan
15878204,Raffah,Correy
15270800,Marsh,Li
10873693,Marsh,Khan
17966023,Marsh,Khan
10691447,Queen,Khan
14696975,Marsh,Correy
11220013,Queen,Correy
13511277,Marsh,Khan
12517100,Marsh,Khan
15682526,Queen,Correy
19650991,Marsh,Khan
10487988,Queen,Khan
17196567,Marsh,Correy
10185958,Marsh,Khan
17129532,Marsh,Li
19433243,Marsh,Khan
11790609,Queen,Khan
15502440,Queen,Khan
13206024,Marsh,Correy
17020376,Marsh,Khan
13275750,Marsh,Khan
17337283,Marsh,Khan
18657563,Marsh,Khan
14437305,Marsh,Correy
19373882,Marsh,Correy
19673033,Bamoo,Khan
12303689,Marsh,O'Tooley
16320360,Queen,Khan
14170178,Marsh,Khan
18837054,Queen,O'Tooley
13741298,Marsh,Correy
14784613,Marsh,Khan
18079626,Marsh,Khan
16687706,Marsh,Khan
19452569,Marsh,Khan
14198208,Queen,Li
16911840,Marsh,Khan
13103591,Queen,Khan
15547240,Trandee,Khan
10120749,Marsh,Khan
14871564,Marsh,Khan
15851355,Bamoo,Correy
15283027,Bamoo,Correy
12441693,Marsh,Khan
18530014,Marsh,Khan
19347901,Queen,Correy
15665807,Marsh,Li
16495693,Bamoo,Correy
17885964,Queen,Correy
10411961,Marsh,Khan
15933356,Marsh,Khan
17371267,Marsh,Correy
11848787,Marsh,Khan
12403184,Marsh,Li
19136364,Queen,Khan
18238309,Marsh,Khan
16870426,Queen,Khan
13424851,Marsh,Khan
16534520,Marsh,Li
17279504,Queen,Khan
10031005,Bamoo,Khan
15774603,Bamoo,Khan
13790884,Marsh,Khan
13902415,Marsh,Khan
13915533,Marsh,Khan
13205147,Marsh,Khan
12610136,Marsh,Khan
14708272,Marsh,Li
18315165,Queen,Khan
17464852,Marsh,Khan
14676857,Queen,Khan
16222411,Queen,Li
10823873,Marsh,O'Tooley
13668047,Marsh,Khan
10483610,Marsh,Khan
10602409,Marsh,Khan
14883096,Marsh,Correy
18299857,Marsh,Khan
15885054,Queen,Khan
14816015,Marsh,Li
15987722,Marsh,Khan
14160299,Queen,Khan
10947138,Marsh,Khan
10955391,Bamoo,Correy
16559518,Marsh,Correy
19490319,Marsh,Khan
17821943,Marsh,Correy
14620345,Queen,Khan
10922590,Marsh,Correy
16538737,Marsh,Khan
19982584,Marsh,Li
14000670,Raffah,Khan
19025676,Marsh,Khan
16206477,Marsh,Li
13285457,Marsh,Khan
19246195,Marsh,Correy
19261979,Marsh,Khan
17005399,Bamoo,Khan
15251221,Marsh,Khan
19659307,Marsh,Khan
15637164,Marsh,Khan
10736196,Marsh,Khan
14433529,Marsh,O'Tooley
18696109,Bamoo,Li
19750377,Marsh,Li
10904245,Queen,Khan
15291454,Queen,Khan
19710007,Bamoo,O'Tooley
19110924,Marsh,Khan
12903005,Marsh,Khan
19513298,Raffah,Khan
19765539,Trandee,Khan
10203940,Marsh,Khan
16610837,Marsh,Khan
18829217,Marsh,Correy
13847600,Marsh,Li
10533058,Marsh,Khan
16400578,Marsh,Khan
10969341,Marsh,Khan
16275819,Queen,Khan
18580966,Queen,Correy
10881177,Queen,Correy
12326137,Marsh,Khan
16659411,Queen,Khan
14833914,Marsh,Khan
18557364,Marsh,Li
10164285,Marsh,Khan
19401812,Bamoo,Li
16837727,Marsh,Li
14989512,Bamoo,Li
11318202,Marsh,Khan
15422627,Marsh,Khan
13460720,Queen,Khan
11726174,Queen,Correy
13808868,Marsh,Khan
18846102,Marsh,Correy
13776527,Bamoo,Khan
17779247,Marsh,Khan
14577317,Bamoo,Khan
16869410,Marsh,Li
18118943,Queen,Li
19014401,Bamoo,Khan
16563076,Bamoo,Khan
13640696,Marsh,Khan
17089663,Queen,Khan
15710933,Marsh,Khan
15508116,Marsh,Khan
17756288,Queen,Khan
16930242,Queen,Li
12587672,Bamoo,Correy
14499311,Marsh,Correy
18504234,Marsh,Khan
13618516,Queen,Khan
16585637,Marsh,Li
14862426,Marsh,Correy
19248685,Marsh,Khan
12062314,Marsh,Correy
13036848,Marsh,Khan
17538836,Marsh,Li
10600991,Trandee,Khan
11483485,Marsh,Khan
17781180,Marsh,Li
10184199,Marsh,Khan
19685246,Marsh,O'Tooley
15508956,Marsh,O'Tooley
12724279,Marsh,Li
13146676,Marsh,Khan
17164761,Marsh,Li
19938114,Marsh,Correy
17974104,Marsh,Correy
13949634,Marsh,Khan
14345497,Marsh,Khan
11644531,Marsh,Khan
10215346,Marsh,Khan
11763757,Marsh,Li
10864234,Marsh,Khan
17991702,Raffah,Khan
10417207,Marsh,Khan
10962893,Marsh,Khan
13043333,Marsh,Khan
13895233,Marsh,Khan
15406511,Queen,Khan
16497859,Bamoo,Khan
16762829,Raffah,Khan
18440614,Marsh,Li
17569471,Marsh,Li
19416656,Queen,Khan
15049122,Marsh,Li
18883876,Bamoo,Li
18258472,Marsh,Correy
17817732,Marsh,Khan
15589213,Queen,Correy
19508848,Marsh,Khan
18872360,Queen,Khan
12791059,Queen,Khan
14666834,Queen,Correy
19919596,Queen,Khan
17708939,Queen,Correy
19522464,Queen,Khan
10789078,Raffah,Khan
10626683,Marsh,Li
17423691,Marsh,Khan
15229752,Marsh,Li
19563296,Queen,Khan
17288129,Marsh,Khan
13455158,Marsh,Correy
17983362,Marsh,Khan
13656459,Marsh,O'Tooley
13933750,Queen,Khan
15843436,Marsh,Khan
17356185,Marsh,Khan
19342306,Queen,Li
12844599,Bamoo,Li
16131465,Marsh,Correy
18833782,Queen,Correy
16978058,Marsh,Khan
12054549,Marsh,Khan
12114887,Marsh,Khan
13475156,Queen,Khan
17687679,Marsh,Khan
19779558,Marsh,Li
12012316,Marsh,Khan
12588014,Marsh,Khan
19788114,Queen,Khan
16041707,Bamoo,Khan
13190005,Bamoo,Khan
11066439,Raffah,Correy
18293368,Marsh,Khan
11431217,Marsh,Khan
14120790,Queen,Correy
10647998,Marsh,Khan
18106603,Marsh,Khan
12824499,Queen,Khan
10302493,Trandee,Khan
16969220,Marsh,Khan
19873145,Queen,Khan
11626593,Marsh,Khan
12822341,Marsh,Khan
12927971,Marsh,Correy
12191789,Queen,Khan
17259024,Bamoo,Li
10505615,Marsh,Correy
11412162,Queen,Khan
16360748,Trandee,Khan
16047445,Marsh,Khan
10277177,Queen,Khan
15036633,Queen,Li
11541570,Bamoo,Khan
10834585,Marsh,Khan
17465589,Bamoo,Khan
17799344,Marsh,Khan
15274187,Marsh,Khan
15705906,Marsh,Khan
19845282,Marsh,Khan
16187897,Queen,Li
15230825,Marsh,Correy
19828212,Queen,Li
13934027,Queen,Khan
15106866,Marsh,Khan
16810087,Marsh,Khan
16804624,Marsh,Khan
18830528,Marsh,Khan
15308966,Queen,Khan
17133281,Bamoo,Correy
13363798,Marsh,Khan
13753280,Marsh,Khan
18163697,Queen,Correy
17525217,Queen,Khan
16791326,Marsh,Khan
15613128,Queen,Li
17712641,Marsh,Li
10285607,Marsh,Li
14068596,Queen,Khan
11122391,Marsh,Khan
11970563,Queen,O'Tooley
14900585,Queen,Khan
10249939,Marsh,Li
10666125,Marsh,Khan
12602259,Marsh,Khan
11942344,Marsh,Khan
10544912,Marsh,Khan
15262882,Marsh,Correy
10025677,Marsh,Khan
18511811,Queen,Khan
14881910,Marsh,Li
16725892,Marsh,O'Tooley
13388702,Raffah,Correy
19124121,Marsh,Khan
15602740,Marsh,Khan
13729104,Marsh,Khan
12361826,Marsh,Correy
12866794,Marsh,O'Tooley
12764809,Marsh,Correy
11993658,Marsh,Khan
13449314,Marsh,Correy
18152758,Queen,Khan
13031839,Queen,Khan
18618612,Marsh,Khan
10203356,Marsh,Khan
11837469,Marsh,Khan
14043735,Queen,Correy
11984265,Marsh,Khan
17747139,Marsh,Khan
16548134,Raffah,Khan
19689239,Queen,Khan
18311520,Marsh,O'Tooley
18575786,Bamoo,Khan
12525688,Marsh,Khan
18316639,Marsh,Khan
13150171,Marsh,Khan
13589738,Queen,Khan
18698491,Queen,Khan
11633846,Raffah,Khan
10856187,Marsh,Khan
11606931,Marsh,Khan
10719236,Marsh,Khan
14511998,Queen,Khan
19780514,Bamoo,Khan
16217842,Queen,Correy
11885015,Marsh,Khan
18049421,Marsh,Correy
18843688,Marsh,Li
18091721,Marsh,O'Tooley
17999613,Marsh,Li
15795263,Marsh,Khan
16005766,Marsh,Khan
10389593,Marsh,Li
14438775,Queen,Khan
16834271,Queen,Correy
16103333,Marsh,Khan
11971114,Marsh,Khan
11246262,Queen,Khan
19975188,Marsh,Khan
16142103,Marsh,Li
13931678,Marsh,Khan
11961854,Marsh,Khan
11647098,Queen,Khan
17291748,Marsh,Khan
17983962,Marsh,Khan
19615692,Marsh,Khan
13161878,Marsh,Li
18394497,Marsh,Khan
14461078,Marsh,Correy
11585188,Marsh,Khan
19400987,Queen,Khan
14209665,Bamoo,Correy
13511977,Marsh,Khan
11153742,Queen,Correy
10489648,Bamoo,Khan
18126778,Marsh,Khan
15272941,Marsh,Khan
15197463,Raffah,Correy
17831168,Bamoo,Khan
11477342,Queen,Khan
16758232,Marsh,Khan
17609868,Marsh,Khan
13453509,Raffah,Khan
18581691,Marsh,Li
15816532,Marsh,Li
12258148,Marsh,Khan
17158314,Queen,Li
15376729,Queen,Khan
17228555,Marsh,Khan
11447508,Marsh,Correy
13223065,Marsh,Correy
19033201,Marsh,Khan
11873184,Queen,Khan
15871783,Bamoo,Khan
19292176,Marsh,Li
16175705,Marsh,Khan
19734927,Queen,Khan
19586517,Marsh,Khan
12102659,Marsh,Correy
10426801,Marsh,Li
13396833,Marsh,Khan
12919940,Queen,Khan
18001625,Marsh,Li
16550725,Marsh,Correy
14605314,Marsh,Khan
17506321,Bamoo,Correy
10878571,Marsh,Khan
17122088,Marsh,Li
11319528,Marsh,Khan
12187328,Marsh,Khan
18047477,Bamoo,Li
14661385,Marsh,Khan
15059127,Marsh,O'Tooley
17577330,Queen,Khan
14443595,Marsh,Khan
10057841,Queen,Khan
16230473,Raffah,Li
15830062,Marsh,Khan
15279864,Marsh,Khan
17741196,Raffah,Correy
18473278,Marsh,Khan
13489857,Queen,Khan
14220909,Marsh,Li
18923928,Marsh,Khan
16917925,Marsh,Khan
19702644,Marsh,Li
19254835,Marsh,Khan
12310593,Queen,Khan
10681481,Marsh,Khan
15784619,Raffah,Li
13301201,Queen,O'Tooley
18763923,Marsh,Khan
19835757,Queen,Khan
12157180,Queen,Khan
11944375,Marsh,Khan
11022227,Marsh,Khan
19739588,Queen,Khan
14981347,Marsh,Khan
14883733,Raffah,Correy
14243177,Marsh,Khan
10648189,Bamoo,Khan
15582092,Marsh,Khan
19164927,Marsh,Khan
12304428,Marsh,Khan
14896206,Marsh,Khan
17757595,Queen,Khan
18431023,Queen,Correy
14733886,Marsh,Khan
19717708,Marsh,Correy
12632587,Marsh,Khan
15119570,Queen,Khan
10267234,Marsh,Khan
12427714,Marsh,Khan
15132160,Marsh,Khan
17256799,Marsh,Khan
11495985,Marsh,Li
10703676,Marsh,Khan
14485198,Raffah,Khan
16050620,Marsh,Correy
10597389,Trandee,Khan
19639212,Bamoo,Khan
14154016,Queen,Khan
19132891,Queen,Khan
10770280,Marsh,Li
12872884,Bamoo,Correy
18259592,Marsh,Khan
18930619,Queen,Correy
18934517,Bamoo,Li
17838736,Marsh,Li
14593846,Marsh,Khan
19430876,Bamoo,Correy
14737638,Marsh,Khan
17994970,Marsh,Khan
19778675,Bamoo,Khan
14074496,Marsh,Correy
18643777,Marsh,Li
16309765,Queen,Khan
18124773,Marsh,Khan
15689127,Queen,Khan
17442123,Queen,Li
12923066,Queen,Li
17566479,Marsh,Khan
16715012,Marsh,Khan
18415357,Marsh,Khan
16310354,Bamoo,Correy
14098394,Bamoo,Khan
13186741,Queen,Li
19246213,Marsh,Khan
12011859,Marsh,Khan
16614662,Marsh,Khan
14680545,Queen,Khan
12354031,Bamoo,Khan
15443886,Marsh,Khan
14838264,Marsh,Khan
14438838,Marsh,O'Tooley
17271313,Queen,Correy
19174970,Marsh,Correy
17947188,Marsh,Correy
14475910,Marsh,Khan
12480192,Bamoo,Li
17590773,Marsh,Khan
19052242,Queen,Khan
13926210,Marsh,Khan
17832548,Queen,Correy
18184900,Trandee,Correy
12558096,Marsh,Li
11048543,Queen,Khan
18205163,Queen,Khan
14806388,Marsh,Correy
12621965,Queen,Khan
10279260,Marsh,Khan
16520317,Marsh,Khan
10704698,Trandee,Correy
17612808,Marsh,Correy
15449335,Marsh,Khan
19730428,Marsh,Correy
12686652,Marsh,Khan
12978851,Marsh,Correy
14187878,Marsh,Correy
13401878,Queen,Correy
16412019,Queen,Khan
13320908,Marsh,Li
17908717,Marsh,Khan
16591946,Marsh,Khan
15026926,Bamoo,Khan
12194971,Bamoo,O'Tooley
13167814,Marsh,Khan
17266525,Queen,Khan
19136483,Queen,Khan
17462957,Marsh,Correy
18132752,Queen,Khan
11028746,Marsh,Khan
11321411,Marsh,Khan
14149646,Marsh,O'Tooley
17515949,Queen,Correy
14727125,Marsh,Li
12266541,Marsh,Correy
14759241,Trandee,Khan
19584574,Bamoo,Li
15102277,Trandee,Khan
12772777,Marsh,Khan
11757215,Marsh,Correy
12535952,Marsh,Khan
12512665,Marsh,Khan
13206947,Marsh,Li
14200204,Marsh,Khan
10818260,Queen,Correy
10314517,Marsh,Correy
11625241,Queen,Khan
13131904,Marsh,Khan
12245038,Marsh,Khan
17276101,Marsh,Khan
16693540,Trandee,Khan
12210671,Queen,Correy
10211922,Marsh,Li
10577119,Bamoo,Khan
15227326,Marsh,Khan
11467993,Marsh,Khan
18226730,Queen,Khan
11793533,Bamoo,Khan
11211005,Trandee,Khan
10034443,Marsh,Li
18791511,Queen,Correy
16296463,Marsh,Khan
19801070,Queen,Correy
15838980,Marsh,Correy
13818923,Raffah,Khan
14257659,Queen,Khan
16271061,Marsh,Khan
11613806,Marsh,Correy
19404663,Marsh,Li
16371644,Marsh,Khan
15081735,Queen,Khan
19524710,Queen,Khan
17934730,Marsh,Khan
13918180,Queen,Khan
17246155,Marsh,Li
13978627,Marsh,Khan
18156953,Marsh,Khan
17961361,Marsh,Khan
18383220,Marsh,Khan
12220367,Marsh,Khan
17181432,Marsh,Khan
11950434,Marsh,Khan
18579161,Raffah,Khan
18552625,Marsh,Khan
12092116,Marsh,Khan
16078071,Trandee,Li
10213918,Marsh,Correy
19053218,Queen,Khan
18926076,Queen,Khan
10023006,Trandee,Khan
14917277,Queen,Correy
15003477,Marsh,Correy
17828567,Marsh,Li
15603699,Queen,Khan
16528792,Marsh,Li
11742789,Marsh,Khan
12906686,Marsh,Khan
16786042,Marsh,Correy
17061789,Marsh,Khan
19952199,Marsh,Khan
19550870,Bamoo,Khan
11013733,Trandee,Khan
16958337,Marsh,O'Tooley
19820175,Marsh,Khan
19581466,Marsh,Khan
10091917,Marsh,Khan
10250811,Marsh,Khan
12761573,Marsh,Khan
10112250,Marsh,Khan
15973856,Trandee,Correy
12471884,Raffah,Khan
14416545,Marsh,Li
13506453,Marsh,Li
17056811,Marsh,Khan
12443366,Marsh,Khan
16247999,Queen,Khan
16298904,Marsh,Khan
13477702,Marsh,Khan
14741346,Marsh,Li
17794682,Marsh,Khan
18605644,Marsh,Khan
18265590,Marsh,Khan
12447486,Bamoo,Khan
14443995,Queen,Khan
13785013,Marsh,Khan
16427343,Queen,Correy
12785255,Marsh,Khan
16290908,Marsh,Khan
10184782,Marsh,Khan
14211865,Bamoo,Khan
18256430,Queen,Correy
16810484,Queen,Khan
18967420,Marsh,Khan
18734398,Marsh,Khan
18025852,Queen,Khan
11106822,Queen,Khan
15594637,Marsh,Correy
12180442,Marsh,Khan
16369027,Raffah,Li
16658392,Marsh,Khan
15417499,Marsh,O'Tooley
15052368,Marsh,Khan
15899065,Queen,Khan
11089001,Marsh,Khan
13663666,Trandee,Correy
14199788,Bamoo,Khan
14902419,Marsh,Correy
14035187,Queen,Khan
19232404,Marsh,Correy
11079104,Marsh,Khan
15402885,Marsh,Khan
15104663,Marsh,Correy
16860794,Raffah,Khan
10083099,Bamoo,Li
10199938,Marsh,Khan
16396461,Marsh,Khan
15571150,Marsh,Correy
12853415,Queen,Khan
14325720,Queen,Khan
11342579,Trandee,Correy
11149468,Marsh,Khan
10958429,Trandee,O'Tooley
17276792,Marsh,Khan
16220411,Marsh,Correy
18728566,Marsh,Li
16405000,Marsh,Li
16673014,Queen,Correy
13980544,Queen,Khan
15330205,Marsh,Correy
17279232,Marsh,Khan
14171226,Queen,Khan
12614345,Bamoo,Khan
13502005,Marsh,Khan
17521333,Marsh,Khan
11636119,Marsh,Khan
16705788,Marsh,Khan
12980594,Marsh,Khan
15990679,Marsh,Khan
15828159,Queen,Khan
15191043,Bamoo,Khan
16686924,Bamoo,Khan
15843619,Bamoo,Li
17297439,Marsh,Khan
18745553,Marsh,Khan
19598126,Marsh,Khan
19860530,Marsh,Correy
18407760,Queen,Khan
10788429,Marsh,Khan
18794959,Marsh,Khan
14501289,Marsh,Correy
13737591,Bamoo,Khan
19877988,Marsh,Li
11591274,Queen,Correy
16036760,Queen,Correy
15490960,Marsh,Khan
18117619,Queen,Khan
13301962,Marsh,Khan
15081921,Trandee,Khan
16414759,Marsh,Correy
16902532,Marsh,Correy
14598629,Queen,Correy
11192477,Queen,Khan
17301075,Marsh,Khan
18332494,Queen,Li
17651498,Marsh,Khan
12876330,Bamoo,Khan
16375635,Marsh,Khan
15960227,Marsh,Khan
19358608,Queen,Khan
15418709,Marsh,Correy
17275313,Marsh,Khan
18446949,Marsh,Correy
18472810,Bamoo,Khan
18830650,Raffah,Khan
15458391,Marsh,Khan
15722962,Marsh,Khan
15872112,Marsh,Li
10683379,Marsh,Khan
13778066,Marsh,Correy
17396802,Marsh,Correy
